Image,PSPI,AU4,AU6,AU7,AU9,AU10,AU12,AU20,AU25,AU26,AU43
6em10_6.6.png,3.9147088527679443,0.42133834958076477,1.7305679321289062,1.8161262273788452,-0.02607390284538269,0.04933459311723709,0.1457505226135254,0.08087041974067688,-0.014065922237932682,-0.27955836057662964,-0.05209062248468399
6em10_6.8.png,4.492649078369141,0.3687923550605774,2.571927547454834,1.6405725479125977,-0.039690256118774414,0.0394967719912529,0.1621074378490448,0.06812416762113571,-0.02412903867661953,-0.27979737520217896,-0.048699796199798584
7em10_7.10.png,5.069141387939453,0.35661327838897705,-0.058307528495788574,4.709796905517578,-0.0044332630932331085,0.03332548215985298,0.08640231192111969,0.027148986235260963,-0.04044602811336517,-0.20777574181556702,0.04127361252903938
7em10_7.2.png,2.7339539527893066,0.4435407817363739,-0.02051084116101265,2.2733688354492188,0.001760781742632389,0.053563136607408524,0.13600732386112213,0.15436534583568573,0.03732454031705856,-0.2202458530664444,-0.015249229967594147
7em10_7.4.png,3.5479910373687744,0.43315741419792175,-0.06938937306404114,3.1242666244506836,0.002814987674355507,0.04932370409369469,0.10489359498023987,0.10216426849365234,0.0005586654879152775,-0.22496452927589417,0.010275951586663723
7em10_7.6.png,4.077949047088623,0.3665795922279358,-0.031837355345487595,3.7035293579101562,-0.005004964768886566,0.0444817878305912,0.08551090210676193,0.06796721369028091,-0.0034453370608389378,-0.2108280211687088,-0.0005335512105375528
7em10_7.8.png,4.809711456298828,0.34095925092697144,-0.06941571831703186,4.4682536125183105,0.002010893076658249,0.03919420391321182,0.06816814839839935,0.03667943552136421,-0.02490779012441635,-0.20231950283050537,0.030622225254774094
9em10_9.10.png,5.574652671813965,0.6803670525550842,0.09724713861942291,0.1573208123445511,4.717905521392822,0.13698385655879974,0.06371020525693893,0.06525687873363495,-0.08713319897651672,-0.17533698678016663,-0.028077121824026108
9em10_9.2.png,2.1498475074768066,0.8620052337646484,0.01506575383245945,0.710647463798523,0.5136389136314392,0.11329955607652664,0.07358015328645706,0.24158689379692078,-0.06400127708911896,-0.18981827795505524,-0.013694241642951965
9em10_9.4.png,3.0275564193725586,0.907018780708313,0.06785901635885239,0.38271069526672363,1.6673182249069214,0.12978139519691467,0.05780774727463722,0.1604837030172348,-0.09904518723487854,-0.20451301336288452,-0.02197253704071045
9em10_9.6.png,3.9867703914642334,0.7710750102996826,0.12842455506324768,0.21143123507499695,2.929283380508423,0.12910786271095276,0.05676674842834473,0.10172727704048157,-0.09860777854919434,-0.19163182377815247,-0.0285577941685915
9em10_9.8.png,4.861718654632568,0.7814964652061462,0.0957736223936081,0.15530632436275482,3.901726007461548,0.1193792074918747,0.056247562170028687,0.07442858815193176,-0.09479819983243942,-0.1845093071460724,-0.028785429894924164
em10.png,1.4421803951263428,0.5387153029441833,-0.06364153325557709,0.8707512021064758,0.005144411697983742,0.0764717236161232,0.2116129994392395,0.24798764288425446,0.0542621873319149,-0.1794109344482422,0.003802916035056114
